testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,datausenotes
tissue,3F6E79A2-16E6-4FB4-959B-CDAD10C82F9D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,2010/09/16,09:07:00,OpenWater1,Composite,"1","1",Target,L15527-3-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,111.663,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Cage,Container,FieldFrozen,2010/09/16,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1012,normal,"1",California Mussel,Mytilus californianus,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D5B078B8-7B69-4848-ABF0-F16433AF252E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,2010/09/17,11:30:00,OpenWater1,Composite,"1","1",Target,L15527-6-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,79.616,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Tissue_Grab,Dredge,FieldFrozen,2010/09/17,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1052,normal,"1",Freshwater Clam,Corbicula fluminea,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C0F75AFF-5494-47E4-B76E-83FDA51D2C37,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,2010/09/15,10:19:00,OpenWater1,Composite,"1","1",Target,L15527-8-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,138.396,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Cage,Container,FieldFrozen,2010/09/15,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1006,normal,"1",California Mussel,Mytilus californianus,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,5ECAD28C-B229-4FE3-B02C-483DF5B252AE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2010/09/17,08:21:00,OpenWater1,Composite,"1","1",Target,L15527-5-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,105.674,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Tissue_Grab,Dredge,FieldFrozen,2010/09/17,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1049,normal,"1",Freshwater Clam,Corbicula fluminea,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,B1DA2425-EEF3-4049-BA33-5AA8C532A96C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,2010/09/16,10:10:00,OpenWater1,Composite,"1","1",Target,L15527-11-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,117.642,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Cage,Container,FieldFrozen,2010/09/16,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1033,normal,"1",California Mussel,Mytilus californianus,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,EE918591-7705-41B5-9060-B3F6F9B163DF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.422,wgs84,2010/09/14,09:52:00,OpenWater1,Composite,"1","1",Target,L15527-9-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,61.664,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Cage,Container,FieldFrozen,2010/09/14,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1019,normal,"1",California Mussel,Mytilus californianus,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,317B2FE9-215F-44D5-94B6-E710C6AE211E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2010 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,2010/09/14,09:00:00,OpenWater1,Composite,"1","1",Target,L15527-2-PCB,tissue,AXYS MLA-010 Rev 10,Sum of 40 PCBs (SFEI),Total,ng/g dw,90.089,,,=,"NBC,NMDL,NRL,SC",VLC,Com,Cage,Container,FieldFrozen,2010/09/14,AXYS MLA-010 Rev 10,2010/10/19,2010/11/25,1,,AXYS,AXYS,A,,RMP-10BR-1036,normal,"1",California Mussel,Mytilus californianus,None,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,CB9F6B9B-40AD-4C85-8BFC-EFF8975AD1F9,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Don Edwards SFBNWR Pond A9/10-2EEPSDEP9/10C,2EEPSDEP9/10C,Wet_Tidal,37.45113889,-122.0116778,wgs84,2012/05/17,00:00:00,Nest1,Composite,"1","1",Target,L-692-12-07,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,1741.802,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-7,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D4D7D5FD-0A92-4C82-9E56-B29569631F24,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Don Edwards SFBNWR Pond A9/10-2EEPSDEP9/10C,2EEPSDEP9/10C,Wet_Tidal,37.45113889,-122.0116778,wgs84,2012/05/17,00:00:00,Nest10,Composite,"1","1",Target,L-692-12-08,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,2162.057,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-8,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,40B3447F-71D3-4DAD-B2E5-89D013547E9D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2012/04/20,00:00:00,Nest15,Composite,"1","1",Target,L-692-12-03,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,1408.167,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-3,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,999097D9-A707-4917-B1F2-8120D95C2B67,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,2012/05/08,00:00:00,Nest1,Composite,"1","1",Target,L-692-12-04,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,2122.242,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-4,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9DFF99EA-EE3C-4896-8DEE-2DD5ABCBE0EA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,2012/05/08,00:00:00,Nest10,Composite,"1","1",Target,L-692-12-05,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,1586.036,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-5,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,F3648AED-CF28-4A25-B1C8-A6521A944818,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2012/03/23,00:00:00,Nest1,Composite,"1","1",Target,L-692-12-01,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,763.536,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-1,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C4D5677E-4D92-429A-9FF3-AC212A431C0D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Don Edwards SFBNWR Pond A9/10-2EEPSDEP9/10C,2EEPSDEP9/10C,Wet_Tidal,37.45113889,-122.0116778,wgs84,2012/05/17,00:00:00,Nest15,Composite,"1","1",Target,L-692-12-09,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,3876.25,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-9,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,E8F6FD6A-D220-4E22-AD25-4E0343F88425,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2012/03/23,00:00:00,Nest10,Composite,"1","1",Target,L-692-12-02,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,862.414,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/06,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-2,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D9DD72BF-65ED-411C-B36F-02A6DE649689,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2012/03/23,00:00:00,Nest10,Composite,"1","2",Target,L-692-12-02-Dup,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,811.906,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/06,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-2,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,89C760DD-8B1D-4C90-ACF1-F4D57DD06BFA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2012 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,2012/05/08,00:00:00,Nest15,Composite,"1","1",Target,L-692-12-06,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,3136.924,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,LabFrozen,2012/11/21,EPA 3545_3640A_3620B,2013/01/07,2013/03/07,1,,DFW-WPCL,DFW-WPCL,"A,MD",,L18446-6,normal,"3",Double-crested Cormorant,Phalacrocorax auritus,Without shell,,ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,46EC32B9-AFD1-4A5B-8577-FAA237A8CCEE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.422,wgs84,2012/09/18,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-11-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,75.31,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/18,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BD20-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,01B43B22-EE85-4F70-83C5-2EFEED1EAC6D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2012/09/21,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-7-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,64.474,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Tissue_Grab,Dredge,FieldFrozen,2012/09/21,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BG20-PCB-CFLU-AXYS,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,01415ABA-52E2-42F9-8271-9A1826B9FE24,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,2012/09/19,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-8-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,113.458,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/19,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BC61-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,F42CBD9C-D114-4F42-AA61-B1FBEF179540,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,2012/09/18,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-2-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,70.548,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/18,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BD30-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,E597058F-3AB9-4D6B-982C-3A8EC479F4AA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,2012/09/21,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-6-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,49.786,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Tissue_Grab,Dredge,FieldFrozen,2012/09/21,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BG30-PCB-CFLU-AXYS,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,7AB0E744-2BC5-4BC3-AD6F-19C9222A1F84,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Reference Site (T-0 Bodega Head),T-0Bodega,Bays and Harbors,38.3,-123.07,wgs84,2012/06/14,08:00:00,SurfZone,Composite,"1","1",Target,L18640-5-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,6.509,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,FieldFrozen,2012/06/14,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-T-0Bodega-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,BA88B97D-F2BA-4502-B429-B492E1517262,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Redwood Creek (BA40),BA40,Bays and Harbors,37.559,-122.209,wgs84,2012/09/20,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-9-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,171.319,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/20,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BA40-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C445A077-ACB4-495D-B8F6-BE93C86EC6D6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,2012/09/20,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-12(A)-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,183.789,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/20,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BA30-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3DC51CF9-9E64-4AC8-A025-A229A94D45D5,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,2012/09/20,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-4-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,104.954,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/20,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BA10-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D3E7A6C6-9418-4AB5-B83D-A8F05BBE12BC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,2012/09/19,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-3-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,147.702,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/19,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BC10-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A12F26E4-26E0-47A5-AA5E-EFA9A639C7AD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,2012/09/19,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-10-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,168.222,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/19,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BB71-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,04E128F2-BA61-44ED-81ED-CCD267C79F54,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AXYS,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,2012/09/18,08:00:00,OpenWater1,Composite,"1","1",Target,L18640-1-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,77.439,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2012/09/18,AXYS MLA-010 Rev 11,2012/10/24,2012/11/19,1,,AXYS,AXYS,A,minor blank contamination found,2012-09-Bivalves-BD40-PCB-MCAL-AXYS,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,soft tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,6F4D495B-2A29-4329-9C25-82412DC4B489,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,2014/09/16,09:57:00,OpenWater1,Composite,"1","1",Target,L22250-3-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,303.4475,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2014/09/16,AXYS MLA-010 Rev 11,2014/10/29,2014/11/26,1,,AXYS,AXYS,A,some blank contamination issues,L22250-3,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,"103",soft tissue (e.g. clams) with gonads intact,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3D0199A6-1B7F-4065-B5A5-27682235B148,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,2014/09/17,10:41:00,OpenWater1,Composite,"1","1",Target,L22250-4(A)-PCB,tissue,AXYS MLA-010 Rev 11,Sum of 40 PCBs (SFEI),Total,ng/g dw,178.4199,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Qual,Cage,Container,FieldFrozen,2014/09/17,AXYS MLA-010 Rev 11,2014/10/29,2014/11/26,1,,AXYS,AXYS,A,some blank contamination issues,L22250-4,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,"83",soft tissue (e.g. clams) with gonads intact,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
