testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,65F2C4BB-03D4-4899-9839-7239B2CC6D82,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,876; SFEIRowID:82878,tissue,Not Recorded,Mercury,Total,ug/g ww,0.06788894,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10104-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,7A3EAF01-360F-45C1-9597-AD69ACE4E661,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Suisun Bay/Seal Island,207ST1729,Bays and Harbors,38.0549,-122.0494,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3768; SFEIRowID:81967,tissue,Not Recorded,Mercury,Total,ug/g dw,0.10643251,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1729-9452-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,8,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,F37FF502-08DD-4316-A188-6CB6C648B19E,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Suisun Bay/Seal Island,207ST1729,Bays and Harbors,38.0549,-122.0494,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3768; SFEIRowID:81968,tissue,Not Recorded,Mercury,Total,ug/g ww,0.01942393,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1729-9452-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,8,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,036BFB75-9B40-4607-8F65-BEC6D90ED1D5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,870; SFEIRowID:82865,tissue,Not Recorded,Mercury,Total,ug/g dw,0.28789185,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10098-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,246355A7-1A3C-48D1-B7FC-AFE71603D15A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,870; SFEIRowID:82866,tissue,Not Recorded,Mercury,Total,ug/g ww,0.06008303,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10098-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,67AB9E16-4FF4-4C79-88F8-327A8412D6E1,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,933; SFEIRowID:82928,tissue,Not Recorded,Mercury,Total,ug/g dw,0.33396398,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10136-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,D5D334A5-66BB-48BD-B53E-47AFF1363619,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,933; SFEIRowID:82929,tissue,Not Recorded,Mercury,Total,ug/g ww,0.06969828,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10136-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,4485E188-C729-4CB5-8A5C-03B77E43859B,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,859; SFEIRowID:82843,tissue,Not Recorded,Mercury,Total,ug/g dw,0.22581681,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10085-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,332FC803-9AF2-40A0-80BF-D48DD3A0C66A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,859; SFEIRowID:82844,tissue,Not Recorded,Mercury,Total,ug/g ww,0.04712797,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10085-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,2563F278-0C91-4CB9-8033-2CA87AD4AD24,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Suisun Slough/mouth,207ST1731,Riv/Str_Unknown,38.1213,-122.0705,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3511; SFEIRowID:81725,tissue,Not Recorded,Mercury,Total,ug/g dw,0.12974255,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1731-9328-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,B37D421F-5F5C-42ED-A3FB-B6850DEAF139,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Suisun Slough/mouth,207ST1731,Riv/Str_Unknown,38.1213,-122.0705,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3511; SFEIRowID:81726,tissue,Not Recorded,Mercury,Total,ug/g ww,0.02367801,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1731-9328-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,226A52C3-7BCD-4383-AA62-FE5D7EE80829,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,873; SFEIRowID:82871,tissue,Not Recorded,Mercury,Total,ug/g dw,0.31349418,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10101-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,ED34E9C4-D98F-4857-BA4E-C2FC48EC8782,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,873; SFEIRowID:82872,tissue,Not Recorded,Mercury,Total,ug/g ww,0.06542623,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10101-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,05CAE79C-6709-41AB-A750-6E79AED121BA,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Ryer Island (West Delta),207ST1289,Estuaries,38.086,-122.0211,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3708; SFEIRowID:81847,tissue,Not Recorded,Mercury,Total,ug/g dw,0.12806118,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1289-9392-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,38FA51C6-CFB7-4921-A2A1-7BE8B60EEC47,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Ryer Island (West Delta),207ST1289,Estuaries,38.086,-122.0211,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,3708; SFEIRowID:81848,tissue,Not Recorded,Mercury,Total,ug/g ww,0.02337117,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST1289-9392-WHL,Normal,1,Crangon Shrimp,Crangon,Not Recorded,9,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,9E646D1F-0544-41FA-85E6-9F79CC836E97,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,939; SFEIRowID:82940,tissue,Not Recorded,Mercury,Total,ug/g dw,0.37113608,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10142-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,4AEAA67F-80F5-44AA-93B7-F2823E4F86CC,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,939; SFEIRowID:82941,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0774561,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10142-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,9729BADF-9DE8-40C2-A4E9-AF792AC8A82C,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,889; SFEIRowID:82903,tissue,Not Recorded,Mercury,Total,ug/g dw,0.47128362,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10118-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,E45A205F-0B63-4624-8D49-9F74B25C5E44,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,889; SFEIRowID:82904,tissue,Not Recorded,Mercury,Total,ug/g ww,0.09835689,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10118-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,447FD60F-C8A4-485E-A38D-9CF265F77C7B,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,887; SFEIRowID:82899,tissue,Not Recorded,Mercury,Total,ug/g dw,0.41031243,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10116-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,6B55B7D2-6DE6-47A2-B14A-69C2C7699146,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,887; SFEIRowID:82900,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0856322,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10116-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,3BA7B479-47E9-4475-9903-1618C4DE103C,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,926; SFEIRowID:82914,tissue,Not Recorded,Mercury,Total,ug/g dw,0.27482582,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10128-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,52AA9394-2101-430F-9274-65CB0BB5644D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,926; SFEIRowID:82915,tissue,Not Recorded,Mercury,Total,ug/g ww,0.05735615,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10128-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,17B5EC82-713F-4E38-BD7F-23C7729DF10D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,881; SFEIRowID:82887,tissue,Not Recorded,Mercury,Total,ug/g dw,0.36362083,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10110-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,42FE04D7-D5A6-4C6E-9FEB-68EA6B1CFA54,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,881; SFEIRowID:82888,tissue,Not Recorded,Mercury,Total,ug/g ww,0.07588767,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10110-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,1E6AFF69-B2E1-4995-BABF-05D85EA67766,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,882; SFEIRowID:82889,tissue,Not Recorded,Mercury,Total,ug/g dw,0.37245138,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10111-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,9F314404-FECF-4742-A228-35068788D9A5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,882; SFEIRowID:82890,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0777306,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10111-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,7CBDE993-D9B6-421A-8E20-99C5802716E1,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,858; SFEIRowID:82841,tissue,Not Recorded,Mercury,Total,ug/g dw,0.219772,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10083-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,B3A70E58-4228-4A57-8AB8-BEAF9E135441,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,858; SFEIRowID:82842,tissue,Not Recorded,Mercury,Total,ug/g ww,0.04586642,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10083-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,968926ED-11E9-49A9-A15D-4C953776F833,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,857; SFEIRowID:82839,tissue,Not Recorded,Mercury,Total,ug/g dw,0.21458092,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10081-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,F0A2D8FA-587B-4BB2-9082-987DEAD6343D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Grizzly Bay 1,207ST0533,Bays and Harbors,38.1328,-122.0248,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,857; SFEIRowID:82840,tissue,Not Recorded,Mercury,Total,ug/g ww,0.04478304,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0533-10081-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,42FEA90B-8867-4581-9F77-71E7CF698E09,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,952; SFEIRowID:82966,tissue,Not Recorded,Mercury,Total,ug/g dw,0.4971884,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10157-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
tissue,9C8A7B8B-E189-4547-A40B-7CF902B56E22,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,UCDavis3,03SWSBIO,Not Recorded,Honker Bay,207ST0566,Bays and Harbors,38.0817,-121.912,nad83,1/1/1999,0:00:00,Not Recorded,Composite,1,1,NA,952; SFEIRowID:82967,tissue,Not Recorded,Mercury,Total,ug/g ww,0.10376322,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/1/1999-207ST0566-10157-WHL,Normal,1,Silverside,Menidia beryllina,Not Recorded,1,whole organism,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,suisun
